id,o,c,e,a,n
21364520,0.797,0.659,0.645,0.601,0.373
21364753,0.715,0.778,0.694,0.709,0.194
21366141,0.796,0.582,0.69,0.499,0.393
21366823,0.76,0.665,0.692,0.635,0.281
21369192,0.833,0.646,0.648,0.587,0.449
21369740,0.834,0.574,0.685,0.56,0.391
21371293,0.763,0.687,0.637,0.711,0.524
21372910,0.747,0.602,0.632,0.605,0.281
21373407,0.756,0.696,0.679,0.671,0.344
21377693,0.826,0.758,0.681,0.679,0.252
21378183,0.823,0.764,0.66,0.672,0.332
76273976,0.653,0.676,0.765,0.655,0.296
21383585,0.802,0.648,0.624,0.612,0.345
22340349,0.738,0.559,0.685,0.581,0.417
22680401,0.769,0.573,0.655,0.586,0.434
22747443,0.756,0.675,0.655,0.601,0.375
28059115,0.813,0.722,0.674,0.633,0.383
28061932,0.809,0.616,0.711,0.611,0.505
28066845,0.712,0.689,0.672,0.646,0.281
28070632,0.67,0.611,0.585,0.633,0.317
28074588,0.858,0.787,0.697,0.629,0.425
28076276,0.844,0.789,0.727,0.622,0.443
28076725,0.826,0.662,0.691,0.644,0.402
28076891,0.748,0.681,0.647,0.603,0.383
28090945,0.679,0.676,0.675,0.711,0.317
28093064,0.763,0.649,0.643,0.577,0.381
28102830,0.712,0.671,0.673,0.588,0.277
76274003,0.765,0.701,0.655,0.634,0.553
28109359,0.837,0.687,0.636,0.588,0.397
28115679,0.674,0.688,0.669,0.709,0.244
28117399,0.841,0.69,0.74,0.613,0.347
28118695,0.778,0.629,0.597,0.581,0.348
51673103,0.642,0.745,0.628,0.675,0.48
28119357,0.819,0.574,0.662,0.598,0.412
28122470,0.767,0.664,0.641,0.583,0.396
28123862,0.851,0.827,0.732,0.686,0.328
28124259,0.842,0.738,0.659,0.707,0.267
28135572,0.731,0.552,0.655,0.514,0.467
28136504,0.769,0.78,0.624,0.78,0.252
51686999,0.791,0.738,0.712,0.638,0.337
28136539,0.817,0.709,0.631,0.64,0.335
28139650,0.759,0.666,0.643,0.586,0.389
28144741,0.78,0.593,0.669,0.611,0.408
28149277,0.833,0.623,0.641,0.627,0.498
28149283,0.795,0.662,0.669,0.624,0.395
28149870,0.858,0.669,0.682,0.661,0.414
28152330,0.735,0.634,0.691,0.599,0.299
28154689,0.764,0.581,0.659,0.638,0.432
28164096,0.888,0.835,0.721,0.677,0.286
169550573,0.726,0.666,0.66,0.593,0.409
28164605,0.722,0.585,0.619,0.656,0.265
28165335,0.823,0.65,0.66,0.603,0.347
28170196,0.76,0.666,0.631,0.595,0.395
28175577,0.72,0.683,0.622,0.597,0.325
28175712,0.744,0.633,0.542,0.562,0.312
28178986,0.7,0.677,0.659,0.702,0.302
28180183,0.899,0.749,0.699,0.64,0.413
28183933,0.864,0.721,0.725,0.563,0.313
28186838,0.842,0.797,0.661,0.686,0.365
28187573,0.69,0.677,0.692,0.618,0.264
28195996,0.813,0.752,0.696,0.654,0.343
28201911,0.847,0.761,0.654,0.697,0.315
51687577,0.797,0.663,0.752,0.679,0.247
28202758,0.691,0.614,0.677,0.581,0.339
31464562,0.865,0.821,0.72,0.657,0.301
33490683,0.671,0.678,0.667,0.693,0.285
33492228,0.825,0.687,0.68,0.602,0.265
33494125,0.872,0.729,0.622,0.593,0.387
33501239,0.814,0.648,0.706,0.595,0.296
33508350,0.735,0.62,0.633,0.718,0.377
33509142,0.758,0.768,0.705,0.658,0.205
33898911,0.825,0.81,0.755,0.69,0.189
33901481,0.764,0.69,0.626,0.661,0.221
33918957,0.705,0.747,0.669,0.671,0.282
33919097,0.76,0.747,0.653,0.7,0.359
33919440,0.715,0.666,0.664,0.604,0.345
194142912,0.849,0.709,0.69,0.668,0.311
33921559,0.897,0.723,0.708,0.693,0.325
33925672,0.886,0.622,0.661,0.683,0.319
33933259,0.792,0.764,0.661,0.655,0.238
33936681,0.76,0.69,0.672,0.649,0.228
33964434,0.675,0.665,0.598,0.549,0.389
33966952,0.765,0.662,0.64,0.584,0.374
34005961,0.812,0.68,0.689,0.574,0.377
34006192,0.733,0.65,0.726,0.559,0.428
34579454,0.879,0.747,0.705,0.616,0.255
34587576,0.893,0.791,0.644,0.713,0.293
35246396,0.695,0.6,0.541,0.637,0.339
15987295,0.833,0.828,0.651,0.698,0.266
35251183,0.817,0.712,0.681,0.649,0.309
35260209,0.727,0.612,0.589,0.567,0.416
35649837,0.857,0.751,0.681,0.608,0.325
35665146,0.797,0.581,0.668,0.587,0.36
35671638,0.838,0.71,0.678,0.65,0.411
29571936,0.906,0.802,0.737,0.709,0.229
35674679,0.813,0.641,0.734,0.683,0.383
35676929,0.797,0.635,0.65,0.642,0.389
35707531,0.752,0.694,0.692,0.735,0.298
35707603,0.832,0.654,0.615,0.593,0.416
51692378,0.805,0.605,0.655,0.639,0.415
15996830,0.855,0.799,0.704,0.664,0.271
35715105,0.861,0.681,0.654,0.648,0.421
35718360,0.684,0.692,0.697,0.734,0.282
35727265,0.748,0.664,0.636,0.583,0.366
35727881,0.817,0.775,0.655,0.62,0.375
336597532,0.856,0.73,0.636,0.635,0.336
35732628,0.844,0.608,0.648,0.616,0.37
35733687,0.769,0.592,0.576,0.636,0.334
35764723,0.825,0.739,0.721,0.648,0.213
35786085,0.908,0.829,0.687,0.68,0.277
51694885,0.745,0.633,0.67,0.605,0.383
35792645,0.837,0.655,0.617,0.664,0.411
36006526,0.738,0.666,0.633,0.726,0.499
36008477,0.685,0.661,0.682,0.703,0.304
36014516,0.687,0.652,0.592,0.666,0.269
64161484,0.804,0.607,0.615,0.688,0.423
148375516,0.729,0.734,0.529,0.611,0.303
36946876,0.771,0.611,0.707,0.617,0.303
36947388,0.824,0.718,0.595,0.653,0.305
36960131,0.79,0.593,0.665,0.608,0.402
36981972,0.798,0.572,0.708,0.524,0.411
336606561,0.651,0.558,0.606,0.695,0.46
36984408,0.889,0.757,0.687,0.599,0.321
36987043,0.77,0.594,0.665,0.601,0.363
36993162,0.787,0.602,0.646,0.572,0.368
37005976,0.871,0.805,0.649,0.664,0.235
37011010,0.774,0.694,0.573,0.607,0.381
37015292,0.685,0.749,0.586,0.69,0.252
37016299,0.769,0.755,0.633,0.676,0.297
37048475,0.754,0.653,0.642,0.576,0.373
37063979,0.854,0.621,0.657,0.636,0.322
37077041,0.77,0.76,0.686,0.652,0.497
37080741,0.751,0.489,0.613,0.592,0.434
37086650,0.762,0.653,0.638,0.581,0.372
37093178,0.896,0.662,0.655,0.601,0.376
37104266,0.725,0.651,0.707,0.704,0.409
37115766,0.805,0.661,0.604,0.637,0.292
40302362,0.665,0.666,0.759,0.702,0.266
37170886,0.916,0.795,0.733,0.658,0.26
38973010,0.758,0.689,0.66,0.66,0.422
38998805,0.897,0.672,0.685,0.621,0.412
39000244,0.756,0.66,0.643,0.583,0.369
39008044,0.824,0.804,0.677,0.655,0.264
369468391,0.872,0.796,0.638,0.68,0.303
39956451,0.828,0.706,0.69,0.645,0.245
39967462,0.815,0.646,0.667,0.616,0.378
39985029,0.766,0.672,0.646,0.6,0.4
39993731,0.762,0.579,0.662,0.606,0.411
64506074,0.792,0.656,0.696,0.668,0.388
40001530,0.824,0.863,0.642,0.71,0.429
40015723,0.87,0.703,0.686,0.672,0.199
40016768,0.773,0.554,0.622,0.627,0.435
40016838,0.744,0.729,0.675,0.639,0.359
377821426,0.716,0.615,0.664,0.554,0.399
40026475,0.818,0.62,0.677,0.695,0.338
40027862,0.706,0.748,0.624,0.674,0.237
40032278,0.921,0.716,0.666,0.561,0.424
40039442,0.842,0.72,0.698,0.587,0.391
40040813,0.781,0.676,0.654,0.623,0.252
40043352,0.829,0.8,0.678,0.668,0.249
40054423,0.852,0.745,0.65,0.689,0.399
40089828,0.737,0.663,0.671,0.654,0.253
40101262,0.905,0.803,0.657,0.639,0.376
42052422,0.894,0.752,0.719,0.652,0.508
43944554,0.821,0.599,0.666,0.687,0.38
42053731,0.697,0.586,0.637,0.718,0.385
42068312,0.845,0.618,0.586,0.624,0.425
42070873,0.783,0.597,0.704,0.655,0.395
42081491,0.728,0.623,0.559,0.587,0.373
42092597,0.861,0.659,0.659,0.636,0.403
43947921,0.785,0.719,0.694,0.562,0.487
44399205,0.89,0.714,0.657,0.653,0.334
44399968,0.836,0.705,0.687,0.646,0.31
46167548,0.786,0.802,0.626,0.659,0.297
46170816,0.71,0.705,0.696,0.634,0.26
46176168,0.831,0.695,0.606,0.577,0.366
46177695,0.867,0.753,0.674,0.645,0.355
46179382,0.798,0.74,0.627,0.635,0.385
46179449,0.83,0.801,0.671,0.663,0.28
46179487,0.856,0.662,0.59,0.659,0.296
68094921,0.692,0.66,0.612,0.677,0.255
194225903,0.682,0.657,0.618,0.642,0.37
46180114,0.73,0.712,0.69,0.705,0.241
46182673,0.822,0.531,0.652,0.685,0.323
46184699,0.717,0.633,0.696,0.623,0.341
46186400,0.829,0.737,0.701,0.634,0.345
46187856,0.803,0.672,0.638,0.649,0.259
46190033,0.773,0.653,0.647,0.584,0.38
46191548,0.768,0.662,0.638,0.583,0.381
46195370,0.777,0.665,0.598,0.584,0.301
46195607,0.826,0.765,0.68,0.635,0.186
46198765,0.716,0.742,0.643,0.713,0.211
46202236,0.762,0.555,0.633,0.599,0.365
46207622,0.818,0.708,0.755,0.65,0.301
46209291,0.726,0.666,0.719,0.702,0.292
46217688,0.761,0.782,0.769,0.693,0.201
46219889,0.685,0.665,0.65,0.69,0.338
46220856,0.791,0.803,0.663,0.677,0.268
46229117,0.832,0.611,0.697,0.472,0.399
46232473,0.676,0.67,0.62,0.638,0.35
46239813,0.845,0.815,0.774,0.683,0.243
46241448,0.84,0.772,0.708,0.612,0.321
46241569,0.843,0.592,0.642,0.679,0.402
46243980,0.735,0.563,0.535,0.568,0.395
46248315,0.72,0.727,0.667,0.64,0.52
46252298,0.784,0.746,0.722,0.626,0.331
46254056,0.787,0.684,0.607,0.65,0.264
48623391,0.793,0.676,0.678,0.683,0.542
48624947,0.849,0.68,0.739,0.64,0.253
48626190,0.767,0.597,0.633,0.602,0.356
48628430,0.806,0.618,0.591,0.584,0.515
48630156,0.766,0.702,0.678,0.692,0.471
48631668,0.743,0.623,0.693,0.574,0.373
48631761,0.796,0.677,0.665,0.62,0.36
48634799,0.737,0.681,0.686,0.616,0.396
48648511,0.756,0.572,0.672,0.685,0.294
48652943,0.861,0.619,0.677,0.585,0.332
48654999,0.84,0.846,0.722,0.632,0.464
48669511,0.717,0.724,0.621,0.648,0.335
48672487,0.905,0.82,0.733,0.643,0.418
48687278,0.824,0.616,0.651,0.579,0.402
48706233,0.692,0.678,0.71,0.624,0.263
48713509,0.838,0.695,0.745,0.636,0.268
48713560,0.748,0.692,0.701,0.612,0.367
48715936,0.668,0.612,0.65,0.713,0.243
48717817,0.856,0.721,0.645,0.674,0.226
48719027,0.751,0.683,0.645,0.625,0.343
50125207,0.753,0.58,0.603,0.67,0.422
50125820,0.915,0.693,0.664,0.613,0.35
50134285,0.845,0.546,0.7,0.629,0.329
50144698,0.772,0.617,0.64,0.642,0.343
50145896,0.777,0.658,0.656,0.664,0.351
50149303,0.747,0.635,0.633,0.507,0.394
50149483,0.772,0.629,0.602,0.685,0.576
73457013,0.791,0.753,0.709,0.743,0.263
50157639,0.828,0.725,0.618,0.633,0.307
50159752,0.874,0.795,0.759,0.663,0.357
50163738,0.816,0.665,0.675,0.639,0.376
50165429,0.661,0.657,0.692,0.675,0.28
50174777,0.6,0.638,0.563,0.722,0.279
195401478,0.723,0.649,0.626,0.636,0.386
50175238,0.724,0.617,0.733,0.574,0.334
50198915,0.797,0.75,0.697,0.706,0.224
50201146,0.74,0.773,0.691,0.657,0.534
50205873,0.845,0.693,0.702,0.663,0.36
50206183,0.749,0.669,0.576,0.665,0.36
50221760,0.833,0.753,0.622,0.655,0.442
50241304,0.766,0.762,0.686,0.654,0.217
50242847,0.804,0.71,0.639,0.67,0.303
50243688,0.672,0.628,0.622,0.676,0.362
50248927,0.718,0.702,0.687,0.638,0.349
93673775,0.733,0.689,0.691,0.652,0.222
50255081,0.817,0.714,0.654,0.635,0.226
50259455,0.788,0.59,0.639,0.695,0.354
50275056,0.913,0.733,0.734,0.645,0.273
53751973,0.802,0.686,0.673,0.636,0.434
53752199,0.807,0.578,0.59,0.655,0.415
53768754,0.788,0.622,0.633,0.642,0.5
53771784,0.831,0.621,0.656,0.672,0.336
53786125,0.694,0.68,0.721,0.621,0.281
53789489,0.805,0.684,0.651,0.64,0.413
34242979,0.786,0.67,0.681,0.624,0.309
53792610,0.748,0.695,0.695,0.649,0.346
53799750,0.751,0.668,0.682,0.607,0.342
53809207,0.765,0.657,0.643,0.581,0.374
53810249,0.801,0.757,0.709,0.636,0.416
53810761,0.806,0.656,0.672,0.71,0.265
53811100,0.827,0.673,0.548,0.614,0.403
53811382,0.765,0.659,0.636,0.588,0.385
88007977,0.696,0.689,0.722,0.718,0.272
53815969,0.779,0.668,0.707,0.687,0.413
53825477,0.811,0.594,0.606,0.589,0.364
53830332,0.73,0.584,0.67,0.671,0.264
53834054,0.805,0.796,0.743,0.692,0.243
53853197,0.839,0.805,0.719,0.671,0.294
53858756,0.669,0.789,0.662,0.695,0.383
53864572,0.853,0.791,0.753,0.667,0.334
53870594,0.714,0.68,0.751,0.685,0.243
53878981,0.667,0.588,0.679,0.614,0.401
53882428,0.855,0.818,0.691,0.733,0.358
53897932,0.722,0.684,0.632,0.659,0.23
53901125,0.745,0.669,0.649,0.587,0.4
53905458,0.816,0.697,0.692,0.637,0.402
53909523,0.685,0.58,0.663,0.626,0.442
53921137,0.83,0.558,0.718,0.653,0.314
108928516,0.675,0.673,0.707,0.636,0.394
53925101,0.769,0.752,0.713,0.643,0.251
53926789,0.738,0.586,0.571,0.646,0.413
53932733,0.857,0.621,0.632,0.667,0.409
53936325,0.702,0.579,0.619,0.567,0.491
53942257,0.777,0.595,0.617,0.662,0.286
53977189,0.886,0.663,0.735,0.629,0.469
53989304,0.775,0.612,0.658,0.678,0.391
56107130,0.854,0.644,0.636,0.51,0.346
56109426,0.9,0.705,0.686,0.616,0.249
56109989,0.719,0.605,0.635,0.64,0.404
56119382,0.742,0.666,0.658,0.608,0.399
56143497,0.737,0.637,0.674,0.594,0.327
56147905,0.755,0.666,0.641,0.591,0.406
56151063,0.798,0.596,0.67,0.665,0.364
56169454,0.591,0.651,0.564,0.453,0.424
56180656,0.735,0.709,0.663,0.698,0.266
56182585,0.787,0.713,0.708,0.67,0.341
56184156,0.832,0.831,0.764,0.645,0.363
56194747,0.762,0.819,0.669,0.687,0.26
56208915,0.81,0.773,0.649,0.605,0.354
56209806,0.778,0.599,0.646,0.644,0.366
56225076,0.749,0.784,0.66,0.665,0.376
56248074,0.807,0.614,0.668,0.688,0.391
56254987,0.724,0.663,0.71,0.583,0.41
56257681,0.736,0.675,0.659,0.679,0.288
56258810,0.713,0.818,0.694,0.695,0.34
56262196,0.796,0.666,0.667,0.678,0.346
56272325,0.771,0.647,0.642,0.579,0.373
56280411,0.86,0.583,0.715,0.691,0.315
56296108,0.797,0.667,0.575,0.663,0.459
56312991,0.741,0.675,0.643,0.602,0.416
63858347,0.896,0.802,0.668,0.642,0.335
64887687,0.829,0.579,0.703,0.632,0.376
65681358,0.903,0.781,0.617,0.609,0.443
65687979,0.739,0.622,0.805,0.668,0.206
65691824,0.753,0.754,0.674,0.56,0.301
65694282,0.739,0.729,0.607,0.663,0.235
65704810,0.856,0.632,0.7,0.659,0.415
65707359,0.705,0.735,0.641,0.596,0.261
65715731,0.715,0.591,0.611,0.652,0.253
65716459,0.764,0.703,0.669,0.7,0.273
65719763,0.828,0.562,0.593,0.653,0.436
65721666,0.754,0.601,0.671,0.58,0.453
65724926,0.735,0.569,0.683,0.616,0.436
65731351,0.767,0.652,0.653,0.703,0.434
65734517,0.801,0.69,0.618,0.602,0.35
65735107,0.739,0.601,0.623,0.624,0.294
65743645,0.671,0.587,0.581,0.646,0.391
65744750,0.722,0.698,0.724,0.651,0.278
65758624,0.86,0.782,0.692,0.63,0.272
65765645,0.87,0.63,0.578,0.647,0.303
1685811,0.787,0.589,0.609,0.67,0.322
1692881,0.752,0.649,0.65,0.624,0.331
1793451,0.886,0.704,0.668,0.606,0.375
1827071,0.812,0.632,0.625,0.692,0.361
1950981,0.872,0.628,0.656,0.672,0.296
1951731,0.903,0.663,0.682,0.61,0.319
1976841,0.809,0.675,0.673,0.642,0.306
1984971,0.857,0.647,0.636,0.686,0.301
2053051,0.858,0.697,0.665,0.666,0.25
2760821,0.792,0.652,0.688,0.725,0.334
2771331,0.811,0.595,0.71,0.613,0.385
2911221,0.781,0.544,0.663,0.596,0.404
2911651,0.817,0.602,0.608,0.558,0.418
2992751,0.72,0.642,0.706,0.587,0.327
3020571,0.807,0.686,0.706,0.595,0.393
5521182,0.753,0.68,0.646,0.612,0.388
5533842,0.753,0.656,0.638,0.585,0.364
5533902,0.721,0.676,0.643,0.704,0.247
5603482,0.781,0.578,0.677,0.694,0.458
6240732,0.816,0.615,0.589,0.603,0.294
6253352,0.822,0.589,0.653,0.606,0.401
6267972,0.758,0.612,0.71,0.634,0.389
6290252,0.745,0.608,0.628,0.675,0.461
6310522,0.737,0.562,0.608,0.657,0.467
6320592,0.796,0.57,0.646,0.56,0.352
65769035,0.75,0.658,0.641,0.583,0.367
7138302,0.759,0.684,0.725,0.597,0.343
7532832,0.785,0.584,0.664,0.597,0.427
14425825,0.75,0.655,0.68,0.717,0.387
14426048,0.861,0.653,0.747,0.656,0.382
14426255,0.833,0.689,0.687,0.652,0.365
14426892,0.708,0.65,0.672,0.631,0.326
14427593,0.938,0.721,0.703,0.63,0.327
14428430,0.839,0.671,0.671,0.6,0.33
14428916,0.689,0.538,0.588,0.675,0.511
14433144,0.852,0.721,0.704,0.675,0.422
14434063,0.63,0.676,0.617,0.575,0.329
14434070,0.66,0.675,0.608,0.59,0.328
14434285,0.769,0.638,0.621,0.656,0.494
65774416,0.709,0.675,0.691,0.609,0.335
14434495,0.758,0.665,0.603,0.669,0.258
14435073,0.815,0.783,0.718,0.658,0.234
14435177,0.829,0.625,0.682,0.6,0.396
14437310,0.854,0.739,0.695,0.684,0.346
14485957,0.675,0.72,0.642,0.701,0.317
14486007,0.782,0.815,0.721,0.667,0.383
14486283,0.88,0.625,0.691,0.642,0.307
14486811,0.829,0.671,0.712,0.62,0.238
14487085,0.847,0.61,0.637,0.686,0.353
14487660,0.734,0.674,0.634,0.624,0.329
14489993,0.633,0.596,0.635,0.667,0.34
14490883,0.757,0.672,0.654,0.645,0.333
14490962,0.714,0.664,0.671,0.656,0.332
14491008,0.78,0.762,0.643,0.722,0.267
14491138,0.731,0.697,0.669,0.696,0.298
14492048,0.803,0.746,0.686,0.66,0.371
108931405,0.77,0.671,0.634,0.607,0.387
14492118,0.877,0.603,0.647,0.625,0.367
14492578,0.731,0.703,0.535,0.651,0.343
14493094,0.782,0.683,0.631,0.682,0.331
14493261,0.803,0.625,0.698,0.551,0.366
14493552,0.689,0.632,0.689,0.596,0.338
14493737,0.87,0.736,0.643,0.622,0.329
14494634,0.813,0.729,0.604,0.678,0.293
14495014,0.701,0.704,0.673,0.694,0.224
14495204,0.887,0.619,0.685,0.637,0.337
14496538,0.79,0.766,0.697,0.712,0.228
14496918,0.828,0.635,0.713,0.609,0.237
14497225,0.869,0.697,0.635,0.641,0.306
14497313,0.812,0.756,0.677,0.649,0.292
15420011,0.81,0.588,0.65,0.653,0.35
15420650,0.852,0.551,0.654,0.635,0.363
15421224,0.837,0.687,0.733,0.54,0.372
15421313,0.823,0.576,0.656,0.564,0.451
15421558,0.752,0.763,0.749,0.666,0.184
15422847,0.773,0.713,0.62,0.694,0.26
15423373,0.778,0.511,0.637,0.484,0.464
15423596,0.879,0.625,0.645,0.678,0.243
15423869,0.781,0.691,0.565,0.622,0.42
15424589,0.73,0.63,0.622,0.607,0.404
15425148,0.761,0.577,0.585,0.587,0.372
15425613,0.885,0.629,0.64,0.594,0.413
15426188,0.908,0.623,0.661,0.639,0.306
15427618,0.846,0.801,0.673,0.704,0.227
15970295,0.754,0.669,0.637,0.594,0.404
15978788,0.741,0.665,0.666,0.629,0.352
15981547,0.869,0.762,0.595,0.646,0.323
15985960,0.776,0.597,0.679,0.56,0.389
15988175,0.858,0.711,0.665,0.621,0.281
15988710,0.69,0.617,0.612,0.581,0.425
15989191,0.774,0.76,0.706,0.738,0.187
15989218,0.797,0.633,0.673,0.676,0.323
15989935,0.77,0.561,0.634,0.592,0.408
15990240,0.794,0.642,0.644,0.606,0.372
15993167,0.766,0.638,0.698,0.732,0.37
15993650,0.805,0.611,0.686,0.611,0.436
15995226,0.913,0.753,0.674,0.691,0.294
15997605,0.754,0.706,0.655,0.633,0.297
15999465,0.863,0.652,0.642,0.671,0.378
15999738,0.803,0.668,0.573,0.655,0.421
16000792,0.74,0.572,0.648,0.656,0.423
16002470,0.901,0.655,0.639,0.615,0.3
16003643,0.709,0.586,0.59,0.611,0.518
16004778,0.839,0.785,0.669,0.696,0.346
16005250,0.78,0.585,0.614,0.573,0.459
16005389,0.793,0.66,0.705,0.592,0.373
16005730,0.646,0.603,0.575,0.705,0.368
16008212,0.818,0.649,0.683,0.635,0.398
16009851,0.762,0.665,0.643,0.587,0.402
16010789,0.762,0.638,0.659,0.692,0.338
16012759,0.839,0.746,0.688,0.687,0.298
16012783,0.659,0.634,0.603,0.588,0.342
16013055,0.736,0.572,0.669,0.612,0.377
16013461,0.833,0.632,0.596,0.639,0.308
16014435,0.86,0.692,0.68,0.68,0.229
16015499,0.787,0.685,0.571,0.611,0.437
16017924,0.724,0.722,0.647,0.58,0.339
16018368,0.928,0.795,0.702,0.649,0.258
83250773,0.75,0.66,0.652,0.597,0.399
16018802,0.742,0.667,0.753,0.664,0.426
16019777,0.885,0.796,0.65,0.678,0.256
16020401,0.776,0.601,0.601,0.628,0.374
16020435,0.666,0.652,0.651,0.634,0.275
16021608,0.774,0.639,0.691,0.695,0.403
16024323,0.811,0.647,0.701,0.656,0.371
16025470,0.842,0.661,0.717,0.643,0.449
17322846,0.654,0.627,0.542,0.672,0.232
17323985,0.874,0.637,0.67,0.611,0.346
17324226,0.792,0.539,0.687,0.56,0.434
17330459,0.691,0.662,0.66,0.615,0.302
17336102,0.669,0.644,0.738,0.722,0.258
17384098,0.746,0.597,0.673,0.65,0.439
109025047,0.773,0.69,0.58,0.586,0.392
17385313,0.769,0.663,0.641,0.588,0.391
17522038,0.823,0.714,0.612,0.629,0.426
17522521,0.824,0.694,0.658,0.61,0.45
17522755,0.816,0.634,0.602,0.545,0.366
17524072,0.719,0.672,0.712,0.657,0.237
17525171,0.659,0.697,0.732,0.733,0.206
17526132,0.695,0.71,0.658,0.652,0.435
17529242,0.85,0.635,0.684,0.638,0.365
17530721,0.809,0.69,0.673,0.657,0.273
17533464,0.875,0.788,0.698,0.704,0.257
17540485,0.818,0.762,0.69,0.636,0.311
17541602,0.833,0.722,0.649,0.705,0.251
17542355,0.808,0.553,0.623,0.554,0.46
17542901,0.876,0.723,0.677,0.634,0.472
17598413,0.694,0.713,0.543,0.647,0.325
19512493,0.884,0.776,0.686,0.721,0.302
19513585,0.893,0.715,0.679,0.641,0.238
22108185,0.767,0.611,0.656,0.639,0.463
22190469,0.715,0.702,0.669,0.679,0.228
22203168,0.792,0.618,0.691,0.569,0.348
22209176,0.786,0.728,0.633,0.613,0.37
22218733,0.762,0.697,0.631,0.656,0.326
22228476,0.778,0.767,0.717,0.703,0.241
22229252,0.767,0.575,0.634,0.68,0.459
22319101,0.848,0.661,0.691,0.593,0.397
109031507,0.862,0.798,0.75,0.645,0.436
22321235,0.744,0.69,0.63,0.644,0.337
24876734,0.717,0.69,0.548,0.623,0.373
24879395,0.808,0.715,0.686,0.67,0.323
26657119,0.726,0.718,0.688,0.595,0.256
26664495,0.854,0.787,0.649,0.708,0.233
26665895,0.862,0.648,0.682,0.662,0.324
27057686,0.758,0.655,0.655,0.694,0.376
27064748,0.811,0.726,0.668,0.64,0.367
27078524,0.813,0.632,0.675,0.651,0.393
27083523,0.856,0.772,0.76,0.657,0.268
27090083,0.766,0.672,0.609,0.619,0.369
28008791,0.845,0.72,0.631,0.656,0.447
28008855,0.756,0.599,0.619,0.622,0.414
28593358,0.783,0.687,0.647,0.646,0.24
28719287,0.834,0.597,0.694,0.666,0.326
29781607,0.922,0.607,0.656,0.599,0.403
29785987,0.924,0.698,0.609,0.539,0.357
29797840,0.831,0.716,0.751,0.593,0.32
29841900,0.798,0.684,0.688,0.674,0.286
29842036,0.932,0.815,0.79,0.651,0.367
29871296,0.847,0.697,0.688,0.583,0.354
29906221,0.828,0.723,0.684,0.683,0.389
29946494,0.839,0.714,0.672,0.674,0.249
29977282,0.629,0.699,0.576,0.515,0.397
30009639,0.876,0.732,0.634,0.644,0.307
30010671,0.697,0.536,0.702,0.485,0.37
30015340,0.777,0.648,0.637,0.581,0.377
30913636,0.751,0.771,0.602,0.682,0.253
31604069,0.774,0.585,0.708,0.632,0.315
31608419,0.82,0.808,0.686,0.661,0.365
31639623,0.727,0.736,0.685,0.633,0.24
31652181,0.888,0.755,0.698,0.677,0.313
31744597,0.731,0.684,0.649,0.611,0.382
34213407,0.759,0.676,0.653,0.592,0.39
34222093,0.77,0.623,0.59,0.62,0.344
34222931,0.697,0.674,0.674,0.699,0.331
34224176,0.715,0.669,0.776,0.648,0.232
34226000,0.747,0.677,0.654,0.61,0.367
34226086,0.742,0.574,0.614,0.573,0.394
34231471,0.658,0.656,0.583,0.559,0.394
34232690,0.821,0.807,0.66,0.696,0.313
34236703,0.807,0.677,0.623,0.653,0.295
34239340,0.764,0.656,0.647,0.585,0.367
34244280,0.773,0.567,0.646,0.686,0.429
34260638,0.779,0.682,0.599,0.666,0.322
34270080,0.727,0.78,0.684,0.705,0.205
34270956,0.76,0.657,0.668,0.574,0.335
34274380,0.695,0.706,0.608,0.625,0.302
34274598,0.835,0.581,0.674,0.609,0.313
42973972,0.946,0.833,0.744,0.652,0.379
42975647,0.809,0.71,0.74,0.648,0.446
57629490,0.831,0.667,0.693,0.613,0.362
57659674,0.754,0.654,0.638,0.577,0.373
57660282,0.655,0.577,0.603,0.569,0.392
57680051,0.773,0.58,0.685,0.531,0.387
57685105,0.824,0.701,0.713,0.588,0.427
57703239,0.878,0.8,0.725,0.681,0.23
59798181,0.77,0.664,0.636,0.589,0.375
62934462,0.817,0.591,0.689,0.571,0.443
72410358,0.761,0.658,0.642,0.58,0.376
73709270,0.774,0.659,0.67,0.594,0.372
73859356,0.736,0.694,0.652,0.717,0.39
128801799,0.762,0.662,0.634,0.582,0.38
128897080,0.827,0.66,0.696,0.605,0.456
128961271,0.874,0.71,0.723,0.583,0.395
128968339,0.715,0.669,0.638,0.624,0.394
129314858,0.78,0.557,0.631,0.606,0.446
129446245,0.832,0.646,0.72,0.606,0.325
129534821,0.765,0.656,0.642,0.577,0.38
129575180,0.86,0.838,0.718,0.702,0.336
166372491,0.763,0.655,0.637,0.582,0.375
166374073,0.777,0.641,0.677,0.689,0.39
166396895,0.862,0.731,0.702,0.679,0.388
166413200,0.744,0.597,0.739,0.494,0.357
166432063,0.76,0.697,0.636,0.667,0.358
166444450,0.817,0.656,0.691,0.636,0.315
166607672,0.774,0.56,0.652,0.438,0.466
166613829,0.771,0.656,0.625,0.675,0.38
166619792,0.837,0.532,0.633,0.628,0.394
166663563,0.796,0.673,0.644,0.64,0.266
166673892,0.811,0.737,0.655,0.606,0.349
166674595,0.763,0.656,0.635,0.587,0.371
166685650,0.824,0.616,0.616,0.69,0.44
166686329,0.874,0.822,0.738,0.667,0.275
166691352,0.69,0.645,0.634,0.6,0.389
166707531,0.87,0.793,0.664,0.618,0.27
