id,o,c,e,a,n
69480815,0.566,0.649,0.501,0.393,0.560
69481249,0.614,0.388,0.422,0.331,0.545
69490531,0.356,0.516,0.532,0.511,0.385
69491538,0.466,0.762,0.618,0.629,0.582
69491780,0.428,0.365,0.429,0.453,0.582
69492024,0.526,0.552,0.515,0.689,0.421
69498432,0.557,0.327,0.349,0.569,0.445
69503712,0.425,0.481,0.410,0.726,0.799
69506097,0.561,0.445,0.532,0.542,0.397
69513559,0.330,0.520,0.633,0.612,0.382
69523166,0.669,0.642,0.665,0.527,0.547
69525647,0.387,0.520,0.461,0.494,0.513
69527577,0.504,0.422,0.505,0.316,0.567
69548480,0.337,0.333,0.513,0.538,0.647
69558114,0.542,0.348,0.579,0.546,0.666
69559136,0.874,0.685,0.743,0.598,0.493
69566093,0.232,0.462,0.439,0.689,0.358
69570898,0.430,0.554,0.439,0.546,0.337
69580654,0.351,0.499,0.444,0.496,0.543
69583360,0.523,0.661,0.481,0.540,0.538
69584659,0.442,0.573,0.564,0.697,0.339
69594238,0.614,0.607,0.665,0.598,0.812
69597996,0.409,0.508,0.248,0.617,0.397
69600017,0.416,0.502,0.464,0.507,0.584
69608119,0.781,0.579,0.376,0.554,0.488
69615397,0.483,0.693,0.765,0.691,0.280
46071287,0.471,0.466,0.434,0.465,0.547
32936276,0.356,0.291,0.226,0.592,0.616
69616335,0.523,0.653,0.439,0.675,0.436
69617529,0.332,0.413,0.341,0.658,0.796
69623723,0.700,0.274,0.449,0.581,0.612
69624952,0.547,0.447,0.540,0.546,0.612
69639019,0.318,0.552,0.552,0.776,0.144
69651549,0.609,0.476,0.368,0.617,0.662
69653890,0.797,0.645,0.667,0.521,0.608
69656547,0.635,0.630,0.498,0.532,0.395
69660894,0.452,0.666,0.535,0.467,0.688
69661906,0.766,0.588,0.660,0.492,0.528
26823392,0.714,0.430,0.513,0.453,0.424
26829176,0.433,0.659,0.390,0.639,0.272
69665329,0.480,0.468,0.422,0.480,0.562
69669781,0.239,0.356,0.287,0.556,0.710
69671186,0.630,0.594,0.493,0.538,0.456
69671781,0.697,0.642,0.545,0.523,0.398
69673536,0.418,0.510,0.513,0.619,0.278
69679166,0.506,0.377,0.532,0.544,0.486
69688997,0.554,0.352,0.481,0.573,0.534
69692923,0.483,0.234,0.383,0.559,0.708
69718702,0.325,0.609,0.667,0.731,0.098
69721065,0.504,0.550,0.638,0.577,0.610
1857421,0.588,0.661,0.547,0.525,0.306
1877831,0.208,0.466,0.439,0.559,0.445
1879831,0.650,0.411,0.454,0.494,0.454
69721161,0.495,0.365,0.390,0.633,0.623
69724763,0.626,0.621,0.645,0.728,0.820
69745037,0.464,0.504,0.405,0.646,0.500
69746051,0.564,0.857,0.645,0.604,0.664
69757018,0.378,0.626,0.589,0.658,0.359
69772407,0.337,0.466,0.562,0.631,0.718
69773865,0.533,0.489,0.292,0.583,0.623
69778017,0.604,0.420,0.454,0.521,0.578
69779494,0.371,0.474,0.425,0.559,0.549
69785365,0.537,0.459,0.405,0.469,0.569
17654134,0.733,0.767,0.393,0.641,0.393
17658282,0.561,0.832,0.706,0.741,0.202
17659498,0.289,0.636,0.452,0.637,0.304
69785944,0.542,0.314,0.307,0.755,0.690
69799377,0.585,0.462,0.464,0.420,0.632
69799504,0.340,0.455,0.239,0.658,0.642
69802536,0.421,0.520,0.672,0.565,0.645
69811500,0.421,0.491,0.429,0.474,0.539
257979607,0.480,0.703,0.535,0.728,0.285
69816513,0.585,0.302,0.630,0.650,0.484
69818419,0.509,0.468,0.317,0.430,0.491
69826581,0.351,0.241,0.513,0.424,0.710
69826687,0.535,0.426,0.466,0.517,0.534
69830534,0.676,0.312,0.447,0.538,0.495
69832682,0.530,0.316,0.407,0.621,0.591
69846835,0.239,0.544,0.407,0.685,0.382
69849864,0.340,0.527,0.474,0.577,0.495
69856986,0.444,0.468,0.427,0.465,0.525
69860260,0.676,0.466,0.407,0.498,0.517
69866192,0.421,0.483,0.452,0.465,0.513
69866717,0.316,0.422,0.471,0.656,0.701
69867435,0.473,0.426,0.229,0.650,0.467
69872125,0.449,0.472,0.439,0.465,0.534
69883206,0.530,0.443,0.540,0.689,0.679
69886289,0.468,0.115,0.329,0.476,0.530
15745889,0.380,0.520,0.474,0.650,0.486
18479513,0.392,0.516,0.263,0.606,0.294
69890262,0.645,0.781,0.515,0.766,0.233
69896279,0.480,0.443,0.488,0.488,0.525
69906760,0.354,0.447,0.503,0.567,0.346
69915590,0.557,0.520,0.422,0.370,0.482
69924746,0.595,0.560,0.461,0.426,0.515
69925299,0.421,0.476,0.442,0.455,0.536
69935450,0.635,0.321,0.356,0.548,0.558
69935816,0.416,0.481,0.437,0.463,0.508
69945997,0.349,0.569,0.537,0.699,0.293
69949683,0.580,0.668,0.358,0.575,0.480
69959561,0.437,0.491,0.486,0.517,0.488
69960885,0.773,0.563,0.527,0.554,0.411
69961536,0.428,0.457,0.444,0.453,0.528
69961708,0.413,0.489,0.437,0.478,0.530
69962701,0.475,0.476,0.429,0.457,0.573
69965659,0.390,0.483,0.474,0.484,0.636
69971262,0.473,0.468,0.464,0.457,0.571
69973852,0.607,0.474,0.344,0.494,0.695
69977481,0.373,0.573,0.591,0.629,0.335
69980643,0.759,0.445,0.616,0.519,0.554
69981632,0.695,0.680,0.549,0.548,0.382
22883550,0.652,0.592,0.603,0.633,0.647
69992711,0.526,0.462,0.508,0.488,0.584
69995907,0.454,0.478,0.439,0.476,0.547
70006177,0.366,0.331,0.608,0.471,0.528
70051133,0.359,0.199,0.300,0.548,0.582
70056976,0.559,0.642,0.437,0.631,0.502
70066955,0.347,0.586,0.574,0.527,0.606
70078376,0.695,0.491,0.505,0.633,0.567
70082135,0.504,0.533,0.554,0.544,0.246
70091102,0.335,0.380,0.464,0.581,0.402
70096167,0.328,0.459,0.464,0.561,0.489
70101640,0.435,0.565,0.750,0.660,0.426
70114798,0.492,0.455,0.422,0.463,0.567
70122833,0.418,0.550,0.652,0.687,0.207
26051676,0.437,0.712,0.569,0.573,0.302
70123665,0.573,0.649,0.459,0.722,0.309
71775746,0.547,0.502,0.356,0.561,0.623
71806313,0.440,0.306,0.336,0.571,0.532
71813739,0.373,0.222,0.354,0.542,0.573
71820826,0.468,0.760,0.572,0.731,0.500
26386045,0.387,0.405,0.378,0.285,0.695
71825102,0.611,0.569,0.611,0.573,0.408
71854887,0.115,0.407,0.292,0.567,0.404
71856345,0.809,0.390,0.373,0.600,0.471
71862367,0.368,0.447,0.594,0.712,0.656
71876190,0.285,0.581,0.567,0.629,0.237
71880323,0.762,0.746,0.559,0.641,0.482
71882809,0.688,0.634,0.527,0.718,0.393
71884737,0.299,0.426,0.449,0.554,0.653
71906197,0.428,0.468,0.439,0.459,0.523
71910106,0.421,0.512,0.449,0.550,0.486
71922851,0.654,0.638,0.456,0.517,0.439
71924179,0.509,0.655,0.576,0.521,0.352
71946697,0.361,0.647,0.613,0.743,0.237
71948626,0.468,0.600,0.481,0.631,0.499
71956658,0.449,0.539,0.376,0.641,0.304
71965385,0.490,0.426,0.420,0.588,0.614
71973818,0.485,0.767,0.633,0.629,0.716
71980259,0.616,0.687,0.569,0.637,0.205
71988016,0.421,0.508,0.459,0.513,0.549
71991511,0.504,0.386,0.552,0.679,0.623
72004256,0.323,0.310,0.552,0.449,0.634
72044205,0.406,0.361,0.194,0.627,0.562
72047167,0.604,0.428,0.601,0.505,0.536
41414280,0.580,0.687,0.572,0.718,0.265
24581397,0.611,0.865,0.674,0.840,0.473
24586098,0.368,0.365,0.344,0.749,0.662
24589645,0.361,0.575,0.437,0.776,0.707
24591850,0.597,0.346,0.527,0.438,0.521
24592784,0.635,0.950,0.780,0.631,0.499
24594152,0.542,0.632,0.606,0.619,0.382
24595743,0.790,0.386,0.554,0.637,0.625
24599923,0.552,0.621,0.454,0.704,0.801
24602560,0.549,0.609,0.586,0.556,0.291
24604037,0.344,0.586,0.606,0.631,0.567
24604797,0.351,0.415,0.515,0.627,0.317
24604813,0.709,0.308,0.488,0.511,0.536
24606439,0.478,0.653,0.660,0.360,0.554
24612032,0.685,0.796,0.581,0.538,0.495
24613004,0.640,0.735,0.554,0.695,0.536
72047325,0.475,0.506,0.395,0.507,0.539
18189351,0.361,0.436,0.449,0.679,0.645
72051352,0.335,0.369,0.552,0.596,0.363
46331117,0.435,0.516,0.478,0.521,0.538
46333412,0.368,0.464,0.434,0.498,0.389
46335070,0.695,0.542,0.422,0.631,0.397
46342393,0.363,0.630,0.567,0.631,0.345
16167593,0.695,0.438,0.505,0.633,0.463
32117870,0.583,0.676,0.474,0.637,0.536
51951241,0.230,0.333,0.202,0.567,0.718
51967452,0.375,0.302,0.491,0.306,0.558
51969349,0.518,0.497,0.341,0.275,0.645
51973995,0.261,0.592,0.312,0.691,0.354
51984232,0.318,0.520,0.378,0.517,0.352
51992440,0.490,0.489,0.234,0.596,0.482
51996187,0.743,0.289,0.518,0.542,0.493
51996944,0.564,0.567,0.584,0.662,0.584
51999405,0.335,0.533,0.518,0.552,0.551
52000483,0.185,0.422,0.427,0.509,0.430
24615066,0.192,0.527,0.584,0.745,0.317
24616144,0.573,0.533,0.523,0.662,0.850
24619815,0.318,0.577,0.324,0.517,0.591
24621281,0.478,0.781,0.437,0.567,0.645
72067721,0.447,0.211,0.572,0.372,0.471
52084634,0.430,0.464,0.439,0.451,0.534
52087269,0.435,0.525,0.469,0.646,0.454
52091660,0.554,0.752,0.689,0.712,0.339
52097949,0.673,0.661,0.525,0.627,0.311
52101385,0.368,0.630,0.358,0.658,0.317
24621788,0.528,0.411,0.603,0.569,0.504
24626652,0.373,0.493,0.425,0.548,0.371
24631340,0.354,0.621,0.305,0.478,0.489
24634006,0.549,0.691,0.603,0.677,0.710
24636393,0.356,0.558,0.452,0.702,0.491
24636449,0.506,0.434,0.354,0.691,0.887
101496725,0.678,0.802,0.483,0.664,0.319
24639382,0.228,0.497,0.576,0.585,0.437
24639395,0.409,0.796,0.493,0.656,0.528
24640327,0.528,0.605,0.819,0.610,0.320
24641194,0.475,0.445,0.501,0.583,0.783
24644785,0.323,0.588,0.366,0.639,0.651
113138247,0.335,0.340,0.530,0.461,0.376
24644873,0.461,0.394,0.381,0.648,0.747
24644909,0.673,0.668,0.488,0.592,0.475
24646282,0.566,0.706,0.498,0.695,0.874
72070034,0.449,0.607,0.567,0.629,0.465
24651665,0.619,0.598,0.552,0.598,0.811
24652707,0.294,0.533,0.608,0.631,0.235
24654766,0.385,0.478,0.292,0.455,0.625
24661623,0.485,0.611,0.618,0.596,0.601
24661760,0.378,0.508,0.251,0.594,0.844
24668720,0.688,0.535,0.510,0.648,0.486
24668736,0.552,0.354,0.410,0.635,0.454
24672263,0.757,0.556,0.652,0.677,0.346
12916,0.402,0.514,0.466,0.225,0.532
1705871,0.273,0.449,0.403,0.556,0.684
1712051,0.652,0.649,0.540,0.604,0.400
1717291,0.528,0.398,0.197,0.428,0.682
1737011,0.478,0.579,0.434,0.585,0.460
1749311,0.480,0.249,0.449,0.498,0.519
1761951,0.812,0.554,0.444,0.735,0.508
1769191,0.669,0.539,0.515,0.563,0.361
1847381,0.597,0.243,0.454,0.594,0.536
3034251,0.423,0.380,0.466,0.540,0.475
3094911,0.311,0.338,0.407,0.357,0.684
3096071,0.571,0.497,0.444,0.679,0.475
3097861,0.304,0.678,0.503,0.718,0.302
3101811,0.533,0.327,0.449,0.310,0.720
3103261,0.371,0.525,0.456,0.525,0.543
3103641,0.382,0.520,0.461,0.521,0.545
3107971,0.709,0.575,0.645,0.652,0.358
3108351,0.127,0.481,0.398,0.525,0.408
3128751,0.413,0.514,0.417,0.523,0.539
72071090,0.523,0.722,0.674,0.604,0.276
3133251,0.540,0.321,0.486,0.581,0.668
3133271,0.845,0.630,0.496,0.644,0.315
3135241,0.263,0.426,0.491,0.536,0.371
3149631,0.340,0.756,0.557,0.778,0.333
3163591,0.459,0.344,0.381,0.436,0.658
3181211,0.497,0.333,0.491,0.374,0.727
3186671,0.621,0.335,0.554,0.635,0.679
3191321,0.423,0.428,0.461,0.393,0.491
3199021,0.485,0.567,0.354,0.424,0.556
3199201,0.208,0.523,0.469,0.816,0.291
17667742,0.413,0.312,0.523,0.679,0.604
3200541,0.561,0.611,0.483,0.592,0.417
3202891,0.504,0.451,0.425,0.654,0.317
3217101,0.647,0.306,0.545,0.496,0.495
3221971,0.542,0.285,0.378,0.573,0.653
3228691,0.533,0.539,0.598,0.706,0.571
3230521,0.735,0.672,0.711,0.679,0.564
3242491,0.762,0.489,0.625,0.658,0.326
3245291,0.311,0.405,0.317,0.525,0.656
3246931,0.490,0.571,0.461,0.650,0.426
3253121,0.545,0.464,0.356,0.662,0.499
113152697,0.516,0.464,0.432,0.461,0.560
3253671,0.709,0.619,0.618,0.608,0.363
3266961,0.509,0.560,0.640,0.641,0.547
3271771,0.471,0.537,0.775,0.619,0.274
3272851,0.464,0.577,0.554,0.621,0.571
3275481,0.447,0.485,0.417,0.471,0.536
3277381,0.411,0.533,0.444,0.656,0.398
3280551,0.480,0.554,0.429,0.612,0.402
3283901,0.487,0.531,0.407,0.614,0.335
3286871,0.738,0.588,0.493,0.621,0.363
3298931,0.599,0.466,0.584,0.476,0.460
3301091,0.654,0.352,0.554,0.619,0.545
3321441,0.557,0.455,0.432,0.637,0.530
3325171,0.712,0.634,0.518,0.590,0.447
3332291,0.475,0.380,0.373,0.592,0.547
3337441,0.385,0.767,0.520,0.780,0.512
3338681,0.676,0.649,0.728,0.689,0.371
3339521,0.516,0.340,0.503,0.395,0.614
3349531,0.585,0.567,0.425,0.602,0.339
3360411,0.683,0.788,0.562,0.662,0.463
7442232,0.633,0.537,0.478,0.503,0.404
7444842,0.676,0.302,0.385,0.604,0.497
7445102,0.452,0.289,0.549,0.451,0.530
7446452,0.781,0.552,0.633,0.550,0.552
7449842,0.402,0.771,0.780,0.751,0.168
7450832,0.864,0.552,0.562,0.623,0.491
7452872,0.609,0.445,0.545,0.610,0.449
7453822,0.289,0.327,0.398,0.712,0.695
7458942,0.242,0.581,0.332,0.629,0.397
7459092,0.683,0.584,0.549,0.581,0.365
7461782,0.497,0.523,0.405,0.722,0.604
7463152,0.602,0.388,0.346,0.527,0.473
7465732,0.526,0.218,0.327,0.670,0.599
7470422,0.270,0.470,0.501,0.517,0.462
7471152,0.430,0.459,0.332,0.393,0.664
7478612,0.535,0.380,0.508,0.652,0.580
7481082,0.387,0.478,0.454,0.289,0.567
7483632,0.557,0.407,0.549,0.656,0.601
7491952,0.588,0.455,0.569,0.681,0.617
7493152,0.723,0.609,0.584,0.689,0.599
7494482,0.573,0.565,0.371,0.507,0.543
7502352,0.564,0.449,0.554,0.697,0.519
7504202,0.464,0.529,0.317,0.654,0.486
7508212,0.351,0.462,0.503,0.544,0.538
7510172,0.242,0.556,0.339,0.588,0.400
7510942,0.616,0.706,0.417,0.648,0.385
14759966,0.561,0.556,0.520,0.565,0.380
14760332,0.695,0.577,0.535,0.689,0.543
14760399,0.342,0.502,0.432,0.635,0.478
14760517,0.256,0.409,0.596,0.664,0.337
14760567,0.714,0.443,0.459,0.733,0.406
14760624,0.354,0.506,0.322,0.685,0.673
14761583,0.270,0.499,0.510,0.606,0.291
14761655,0.433,0.348,0.405,0.722,0.473
14761739,0.375,0.420,0.319,0.693,0.456
14761795,0.783,0.722,0.523,0.608,0.343
14762127,0.592,0.619,0.535,0.519,0.493
14762341,0.506,0.546,0.251,0.519,0.668
14762412,0.771,0.373,0.496,0.432,0.499
14762568,0.547,0.441,0.594,0.434,0.465
308313264,0.270,0.241,0.378,0.673,0.625
14763734,0.578,0.453,0.349,0.637,0.280
14765136,0.573,0.504,0.515,0.693,0.565
14765191,0.382,0.396,0.363,0.583,0.449
14765585,0.552,0.417,0.523,0.625,0.424
14766130,0.325,0.531,0.505,0.542,0.475
14766418,0.597,0.388,0.540,0.542,0.434
14766502,0.425,0.403,0.234,0.712,0.634
14767730,0.387,0.312,0.444,0.602,0.573
14768305,0.614,0.319,0.420,0.784,0.612
14782859,0.363,0.270,0.398,0.453,0.610
14784831,0.483,0.388,0.554,0.405,0.456
14864297,0.712,0.457,0.696,0.422,0.580
14865325,0.478,0.167,0.378,0.550,0.718
14939981,0.468,0.401,0.403,0.633,0.560
14940354,0.270,0.438,0.530,0.527,0.341
72073289,0.709,0.693,0.496,0.567,0.441
14941389,0.495,0.520,0.403,0.658,0.432
14941525,0.685,0.594,0.486,0.608,0.309
14942612,0.788,0.884,0.660,0.683,0.480
14942713,0.335,0.613,0.456,0.635,0.608
14942923,0.568,0.615,0.576,0.662,0.397
14943627,0.397,0.687,0.312,0.623,0.424
14944532,0.411,0.722,0.474,0.731,0.372
14944566,0.549,0.327,0.459,0.716,0.627
14944855,0.280,0.470,0.395,0.702,0.280
14945646,0.499,0.708,0.542,0.689,0.155
14945780,0.475,0.274,0.474,0.561,0.495
14946104,0.585,0.649,0.584,0.718,0.434
14946200,0.402,0.474,0.608,0.503,0.387
14946893,0.402,0.298,0.268,0.623,0.649
14946999,0.416,0.464,0.432,0.457,0.521
14947355,0.366,0.201,0.532,0.577,0.510
14947499,0.731,0.453,0.584,0.548,0.478
14947580,0.442,0.499,0.508,0.685,0.623
14947594,0.402,0.472,0.444,0.556,0.840
14947962,0.485,0.508,0.234,0.492,0.413
14948334,0.588,0.695,0.611,0.673,0.164
72076947,0.504,0.424,0.461,0.598,0.517
14948898,0.642,0.682,0.608,0.579,0.512
14949810,0.511,0.327,0.437,0.666,0.499
14950071,0.723,0.359,0.439,0.598,0.467
14950232,0.387,0.518,0.545,0.670,0.437
14951200,0.356,0.453,0.400,0.614,0.894
14951250,0.583,0.529,0.635,0.760,0.708
14951992,0.475,0.762,0.613,0.822,0.391
14952147,0.793,0.455,0.351,0.426,0.458
14952378,0.475,0.361,0.518,0.322,0.562
14952494,0.413,0.430,0.310,0.579,0.417
14952953,0.728,0.420,0.525,0.463,0.653
14954720,0.289,0.413,0.381,0.641,0.469
14955344,0.750,0.550,0.346,0.660,0.599
14955456,0.516,0.405,0.581,0.581,0.488
14955620,0.373,0.609,0.520,0.625,0.280
14955908,0.492,0.737,0.669,0.691,0.189
14956372,0.571,0.371,0.557,0.428,0.482
14956545,0.506,0.680,0.594,0.664,0.244
14956587,0.561,0.663,0.579,0.581,0.278
14957139,0.461,0.516,0.339,0.411,0.649
13364,0.504,0.497,0.324,0.507,0.606
14957147,0.547,0.430,0.589,0.503,0.521
14957212,0.561,0.361,0.317,0.552,0.326
14957252,0.602,0.512,0.579,0.685,0.623
14957302,0.752,0.575,0.542,0.639,0.248
15427776,0.406,0.653,0.564,0.764,0.322
15428227,0.313,0.670,0.616,0.575,0.261
15428297,0.459,0.499,0.358,0.720,0.471
15428397,0.416,0.411,0.283,0.695,0.374
15428548,0.661,0.552,0.493,0.430,0.447
15428643,0.483,0.518,0.466,0.720,0.688
15429067,0.683,0.783,0.709,0.583,0.452
15745962,0.793,0.548,0.549,0.650,0.280
15747590,0.557,0.218,0.351,0.612,0.660
15761314,0.323,0.520,0.425,0.538,0.591
15762463,0.485,0.575,0.341,0.706,0.640
15762845,0.764,0.823,0.444,0.633,0.404
15909010,0.435,0.348,0.549,0.492,0.287
15911247,0.614,0.453,0.310,0.650,0.426
15911747,0.554,0.359,0.532,0.706,0.629
16127669,0.361,0.380,0.400,0.503,0.339
16129920,0.180,0.464,0.310,0.314,0.575
16130330,0.075,0.556,0.385,0.720,0.463
16130403,0.480,0.413,0.532,0.579,0.604
16130771,0.454,0.466,0.432,0.463,0.538
16131833,0.633,0.411,0.476,0.407,0.541
16132178,0.506,0.331,0.557,0.343,0.562
16132336,0.607,0.596,0.488,0.476,0.441
16133208,0.459,0.338,0.456,0.677,0.419
16133363,0.471,0.441,0.452,0.351,0.534
16133674,0.375,0.577,0.383,0.577,0.259
16134429,0.630,0.354,0.552,0.550,0.578
16135150,0.552,0.386,0.437,0.612,0.473
16135407,0.552,0.386,0.532,0.536,0.564
16135783,0.409,0.428,0.378,0.492,0.384
28703659,0.325,0.529,0.442,0.625,0.467
16135883,0.402,0.523,0.278,0.521,0.510
16139105,0.280,0.424,0.554,0.600,0.372
16139294,0.659,0.729,0.606,0.540,0.493
16143507,0.440,0.470,0.481,0.637,0.653
72084149,0.468,0.453,0.491,0.517,0.255
16143542,0.628,0.706,0.356,0.604,0.439
16145224,0.530,0.661,0.476,0.782,0.322
16145327,0.211,0.523,0.349,0.712,0.309
16145875,0.433,0.407,0.503,0.494,0.549
72097691,0.435,0.468,0.432,0.455,0.526
17698956,0.504,0.457,0.478,0.399,0.454
16146421,0.645,0.588,0.603,0.664,0.606
16148774,0.411,0.499,0.354,0.588,0.669
16149312,0.392,0.523,0.300,0.492,0.410
16150457,0.681,0.609,0.665,0.648,0.428
16150615,0.363,0.430,0.581,0.509,0.369
16151835,0.468,0.655,0.346,0.741,0.463
16153317,0.444,0.266,0.491,0.608,0.558
16153327,0.297,0.573,0.407,0.722,0.393
16154583,0.633,0.499,0.704,0.592,0.558
16158639,0.633,0.783,0.452,0.720,0.447
16158930,0.473,0.426,0.366,0.409,0.562
16160239,0.416,0.466,0.564,0.728,0.597
16163300,0.382,0.495,0.322,0.515,0.785
16164337,0.614,0.689,0.493,0.681,0.785
16165767,0.335,0.409,0.432,0.739,0.603
16166244,0.635,0.651,0.537,0.745,0.573
16167236,0.402,0.525,0.518,0.544,0.488
16167346,0.707,0.407,0.557,0.552,0.530
16184358,0.135,0.489,0.381,0.542,0.419
16187637,0.077,0.499,0.373,0.436,0.417
17296072,0.735,0.750,0.493,0.704,0.320
17298881,0.473,0.724,0.667,0.619,0.163
17299063,0.354,0.356,0.219,0.515,0.456
17301878,0.480,0.451,0.537,0.492,0.395
17308891,0.638,0.785,0.567,0.704,0.462
17339286,0.475,0.384,0.481,0.262,0.497
17340588,0.249,0.499,0.371,0.679,0.655
17342842,0.447,0.657,0.464,0.637,0.519
17346287,0.509,0.701,0.584,0.664,0.170
17346342,0.428,0.510,0.425,0.552,0.629
17349579,0.409,0.268,0.405,0.513,0.462
17349753,0.692,0.403,0.513,0.633,0.413
17349845,0.692,0.718,0.682,0.675,0.164
17350250,0.743,0.554,0.513,0.594,0.744
17351972,0.523,0.590,0.532,0.530,0.445
17365270,0.721,0.710,0.488,0.758,0.513
17365848,0.435,0.645,0.483,0.536,0.510
17368405,0.561,0.424,0.567,0.484,0.571
17368639,0.380,0.670,0.549,0.629,0.389
17395881,0.328,0.329,0.395,0.084,0.697
17636405,0.473,0.603,0.381,0.625,0.352
17638367,0.721,0.659,0.557,0.482,0.619
17638368,0.380,0.499,0.344,0.602,0.359
17638439,0.232,0.277,0.332,0.548,0.627
17661605,0.409,0.415,0.520,0.500,0.673
17663756,0.454,0.724,0.726,0.687,0.281
18170896,0.464,0.499,0.278,0.436,0.486
19746495,0.592,0.718,0.415,0.579,0.332
19746949,0.301,0.222,0.358,0.588,0.552
19748371,0.404,0.539,0.594,0.592,0.415
19748674,0.650,0.457,0.601,0.370,0.567
19750255,0.697,0.441,0.527,0.374,0.458
72100737,0.406,0.277,0.270,0.637,0.697
19750789,0.287,0.428,0.300,0.498,0.426
19754588,0.640,0.638,0.552,0.565,0.244
19766226,0.444,0.474,0.425,0.474,0.573
19766517,0.425,0.491,0.432,0.476,0.577
21253452,0.480,0.310,0.520,0.420,0.419
28931188,0.490,0.470,0.422,0.467,0.551
21255194,0.537,0.491,0.518,0.563,0.428
21255367,0.533,0.586,0.378,0.561,0.586
21292523,0.385,0.428,0.376,0.691,0.404
21301903,0.604,0.594,0.366,0.604,0.484
72156360,0.516,0.274,0.354,0.471,0.595
22246029,0.621,0.354,0.447,0.517,0.500
22248738,0.709,0.409,0.606,0.646,0.449
22255799,0.433,0.548,0.508,0.650,0.825
22258315,0.719,0.661,0.574,0.461,0.424
22263651,0.385,0.588,0.471,0.567,0.311
22269151,0.382,0.464,0.393,0.600,0.484
22269570,0.495,0.632,0.549,0.687,0.196
72167837,0.397,0.459,0.429,0.469,0.506
22273667,0.597,0.415,0.647,0.563,0.538
22273748,0.337,0.314,0.314,0.569,0.695
22278898,0.688,0.483,0.417,0.594,0.443
22279151,0.819,0.727,0.736,0.594,0.500
22287108,0.652,0.645,0.687,0.519,0.656
22290141,0.323,0.459,0.454,0.556,0.523
22467679,0.671,0.748,0.679,0.635,0.519
22476321,0.795,0.409,0.456,0.598,0.348
22869133,0.390,0.361,0.407,0.652,0.708
22870676,0.554,0.148,0.474,0.484,0.521
22879574,0.499,0.474,0.366,0.644,0.623
22883199,0.392,0.487,0.459,0.735,0.636
22883726,0.430,0.457,0.327,0.503,0.445
22891211,0.690,0.407,0.454,0.554,0.512
22893572,0.487,0.340,0.434,0.438,0.530
22897766,0.413,0.468,0.346,0.517,0.547
22898469,0.545,0.392,0.412,0.660,0.664
22903583,0.468,0.459,0.398,0.521,0.365
22903724,0.750,0.546,0.371,0.585,0.508
26032941,0.580,0.575,0.564,0.552,0.317
26033281,0.373,0.716,0.540,0.712,0.359
26045394,0.254,0.520,0.417,0.660,0.324
26051404,0.220,0.630,0.425,0.641,0.306
26385463,0.771,0.605,0.586,0.569,0.489
27118077,0.547,0.453,0.554,0.633,0.500
72168943,0.452,0.447,0.562,0.646,0.699
102168331,0.478,0.666,0.736,0.625,0.101
27122407,0.750,0.836,0.647,0.670,0.374
27136199,0.597,0.933,0.682,0.689,0.476
27142253,0.475,0.432,0.400,0.612,0.630
27152199,0.301,0.367,0.478,0.532,0.371
27171880,0.351,0.508,0.464,0.552,0.476
27178298,0.347,0.293,0.422,0.575,0.525
28743644,0.523,0.232,0.493,0.488,0.621
28744383,0.223,0.495,0.334,0.563,0.504
31928413,0.428,0.624,0.407,0.666,0.508
31946025,0.371,0.188,0.349,0.619,0.526
34310801,0.075,0.499,0.358,0.401,0.462
42454435,0.416,0.462,0.429,0.455,0.530
42890254,0.576,0.466,0.576,0.722,0.595
42907477,0.650,0.485,0.307,0.337,0.462
53971402,0.435,0.453,0.427,0.457,0.526
53985048,0.573,0.495,0.523,0.453,0.441
65091928,0.366,0.512,0.562,0.691,0.798
65096005,0.447,0.468,0.427,0.463,0.534
65108529,0.783,0.828,0.535,0.656,0.380
65114531,0.611,0.384,0.554,0.482,0.593
65119912,0.273,0.426,0.542,0.675,0.391
65120103,0.390,0.472,0.466,0.753,0.751
73617403,0.540,0.518,0.508,0.488,0.280
81774685,0.526,0.243,0.407,0.457,0.571
82266253,0.225,0.409,0.721,0.670,0.293
127266092,0.442,0.352,0.420,0.583,0.538
169979375,0.480,0.300,0.483,0.513,0.538
169982466,0.146,0.268,0.398,0.641,0.643
169986672,0.404,0.455,0.410,0.511,0.515
169987795,0.549,0.558,0.498,0.530,0.452
170001340,0.552,0.655,0.606,0.588,0.534
170002037,0.347,0.533,0.616,0.604,0.261
170002596,0.588,0.607,0.601,0.590,0.515
170009793,0.564,0.213,0.496,0.646,0.547
170028171,0.657,0.413,0.572,0.691,0.590
170029206,0.464,0.457,0.417,0.463,0.551
72176953,0.418,0.474,0.425,0.465,0.521
170032417,0.595,0.697,0.518,0.710,0.467
170042910,0.769,0.563,0.525,0.550,0.376
170072609,0.340,0.537,0.667,0.617,0.346
170082935,0.459,0.466,0.427,0.467,0.538
170089058,0.487,0.457,0.447,0.494,0.547
72184290,0.685,0.527,0.491,0.654,0.506
178560366,0.483,0.312,0.383,0.521,0.617
182019463,0.626,0.695,0.745,0.652,0.356
183770330,0.428,0.380,0.410,0.633,0.560
183786731,0.695,0.352,0.596,0.708,0.395
183788526,0.621,0.859,0.677,0.726,0.335
183793387,0.621,0.638,0.464,0.691,0.740
183809500,0.428,0.487,0.437,0.482,0.543
183814521,0.518,0.539,0.576,0.633,0.239
